,source,target,lang,translation_direction
886,"Basically you'll be putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar, etc.","অদোম্না তেংবাংনীংই তাকপা ৱারোল থেৎকনি, হিথাংফমশিংদা চত্তুনা অদোমগী য়াত শেংলিবা মীওই থেংনগনি, মখোয়না বারদা লৈরিবা হিহোনবশিংগা ৱারী শান্ননবা হোৎনগনি।",mni,enxx
887,This is just as exhausting as if you were to wake up every twenty or thirty minutes and watch TV.,মসিদি নহাকনা মিনিত কুন নৎত্রগা পুংখাই খুদিংগী হৌগত্তুনা TV য়েংবদা ফংবা অৱাবা অদুগা পাংখক ওইরগনি।,mni,enxx
888,The issue started on January 1st when dozens of local residents started complaining to the Obanazawa Post Office that they hadn't received their traditional and regular New Year cards.,সমস্যা অসি মফম অদুগী মীওই খরনা মখোয়গী ত্রেদিস্নেল অমসুং রিগ্যুলর ন্যু ইয়র কার্দশিং ফংদ্রে হায়না মখোয়না ওবানজাৱা পোস্ত ওফিসতা ৱাকৎ থাংগৎখিবা মতম জনুৱারী 1দগী হৌরকখি।,mni,enxx
889,A cell is the smallest structural and functional unit of a living (things) organism.,সেল অসি খাইদগী পীকপা মথৌ পাংথোকপা ঙম্বা অহিংবা পোৎলম অমনি।,mni,enxx
890,The Canal District (Dutch: Grachtengordel) is the famous 17th-century district surrounding the Binnenstad of Amsterdam.,কেনেল দিস্ত্রিক্ত (দচ্চঃ গ্রাচতেনদোর্দেল) অসি আর্মস্তর্দামগী বিনেন্সতেদপু কোইশিল্লিবা মমিং লৈরবা 17শুবা চহিচাগী দিস্ত্রিক্তনি।,mni,enxx
891,Student visas generally have different requirements and application procedures from normal tourist or business visas.,মহৈরোইগী ভিজাগী ওইনদি অয়াম্বা মতমদা লমকোয়বা নত্ত্রগা থবক্কী চৎপদগী তোঙানবা তঙাই ফদবশিং অমসুং কাঙলোনশিং লৈনৈ।,mni,enxx
892,No one was inside the apartment.,য়ুম (এপার্তমেন্ত) অদুগী মনুংদা মীওই অমত্তা লৈখিদে।,mni,enxx
893,"The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for a better grasp of the ice, even when tilted.","হৌজিক মতমগী ওইবা আইস স্কেৎকী ব্লেদ অসিদা মতাই অনি য়াওই, মখোয়গী মরক্তা কনকেব ওইবা অহোবা অমা য়াওই।মতাই অনি অসিনা চেপ্পা মতমদা উন্দা নিংথীনা নপ্পা ঙমই।",mni,enxx
894,"The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.","ইফেসসতা লৈরম্বা আর্তেমিসকী লাইশঙ অসি জুলাই 21, 356 BCE দা হেরোস্ত্রাতসনা মৈ থাদোকপা, য়ৈখাই থুগাইবা কয়াগী শরুক অমা ওইনা থুগাইখি।",mni,enxx
895,"Thus the scourges of Delhi Belly, the Pharaoh's Curse, Montezuma's Revenge, and their many friends.","অসুম্না দিল্লী বেল্লী, ফরাউগী কর্স, মোতেজুমাগী লমন, অমসুং অতোপ্পা মরুপ কয়া অমগী স্কোর্জশিং লৈ।",mni,enxx
896,"This, however, is a very hard problem to solve and will take many years before we see useful fusion reactors built.","অদুমওইনমক, মসি পাম্বৈ পুথোকপদা য়াম্না লুবা সমশ্যা অমনি অমসুং শীজিন্নবা য়াবা ফ্যুজন রিএক্তর পুথোকপা উদ্রিঙৈদা চহি কয়া অমা চঙগনি।",mni,enxx
897,Couchsurfing was founded in January 2004 after computer programmer Casey Fenton found a cheap flight to Iceland but did not have a place to stay.,কাউচসর্ফিং অসি কম্প্যুতর প্রোগ্রাম্মর কেসী ফেন্তননা 2004গী জনুৱারীদা আইলেন্দগী অহোংবা ফ্লাইৎ অমা ফংলবসু লৈনবা মফম অমা ফংদবদগী পুথোকখি।,mni,enxx
898,"The chimpanzee's hand and foot are similar in size and length, reflecting the hand's use for bearing weight in knuckle walking.","চিম্পাঞ্জীগী মখুৎ অমসুং মখোং অদু চাওবা-শাংবগী চাং মান্নৈ, মসিনা খুতুম তাদুনা কুল্লগা চৎপদা মশাগী অরুম্বা অদু চাং পুরি হায়বসি তাক্লি।",mni,enxx
899,"The invention of spoke wheels made Assyrian chariots lighter, faster, and better prepared to outrun soldiers and other chariots.","স্পোক পানবা চকাশিং পুথোক্লকপনা এসীরিয়নগী শগোল গারিশিং অসিবু হেন্না য়াংবা, হেন্না য়াঙবা, অমসুং লান্মীশিং অমসুং অতোপ্পা শগোল গারিশিংদগী হেন্না য়াঙনা চেনখৎপা য়াননবা শেম শারম্মী।",mni,enxx
900,"He went on to say, ""This case is serious. Rest assured that our system is working as well as it should.""","মহাক্না মখা তারদুনা হায়, ""মসিগী কেস অসি য়াম্না লুই।নুংশা থিবীগনু, ঐখোয়গী সিস্তেম অসিনা তৌফম থোকপা থবক অদু তৌরি।""",mni,enxx
901,"Natural factors can intersect to produce ideal conditions, allowing this algae to increase in number dramatically.","মহৌশাগী ওইবা ফেক্তরশিংনা পুশিন্নদুনা চুনবা ফীভমশিং ওইহনবা য়াই, মসিনা অলগী অসিগী মশিং চাউনা হেনগৎহনবা য়াহল্লি।",mni,enxx
902,"On October 7 an engine separated on takeoff, without injuries. Russia briefly grounded Il-76s after that accident.",ওক্তোবর 7দা পায়খৎপগী মতমদা অশোক-অপন অমত্তা য়াওদনা ইঞ্জিন অমা তোঙান্না তাখি।রসিয়ানা থৌদোক অদুগী মতুংদা Il-76পু মতম খরগী ওইনা শিজিন্নদনা থমখি।,mni,enxx
903,"Given how remote many of the pueblos are, you won't be able to find a significant amount of nightlife without traveling to Albuquerque or Santa Fe.",পিব্লোশিং অসি কয়া য়াম্না মনুং হঞ্জিন্না লৈবগে হায়বসি য়েংলবদি অদোম্না অলবুকির্কী নৎত্রগা সান্তা ফেদা চত্তনা নুমিদাংগী পুন্সি মহিংগী মহাও মরীক অমত্তা ফংবা ঙম্লোই।,mni,enxx
904,The steel needle floats on top of the water because of surface tension.,স্তীলগী য়েত্তুম্না ঈশিং ইমাইদা সর্ফেস তেন্সনগী মরম্না তাউদুনা লৈ।,mni,enxx
905,"The case was prosecuted in Virginia because it is the home to the leading internet service provider AOL, the company who instigated the charges.",কেস অসি ভর্জিনিয়াদা চত্থখি মরমদি মফম অসি চার্জশিং অসি থাংগৎখিবা কম্পনী ওইরিবা মাংজিল থারিবা ইন্তর্নেত সর্ভিস প্রোভাইদর AOLগী ময়ুম লমদম ওইখি।,mni,enxx
906,Entering Southern Africa by car is an amazing way to see all the region's beauty as well as to get to places off the normal tourist routes.,খাথংবা অফ্রিকাদা কারদা চৎপা হায়বসি মফম অদুগী ফজবা খুদিংমক য়েংবগা লোয়ননা লমকোইবশিংনা মহৌশানা চৎপা লম্বীদগী নাথৈদুনা চৎপগী নুঙাইরবা পাম্বৈ অমনি।,mni,enxx
907,"However, the reduction of the threat level to severe does not mean the overall threat has gone away.""",অদুম ওইনমক অকিবা পীরকপগী থাক অদু সিভিয়রদা হন্থরকপনা অকিবা অসি মপুং ফানা চৎখ্রে হায়বদি য়ারোই।,mni,enxx
908,"In third, Hamlin is twenty points behind, but five ahead of Bowyer. Kahne and Truex, Jr. are fifth and sixth respectively with 2,220 and 2,207 points.","পোইন্ত কুন্দা লৈহৌদুনা হেমলিন্না অহুমশুবা তাখি, অদুবু বোয়রদগী মঙা হেনখি।কেন অমসুং ত্রো এক্সনা মথং শিৎনা পোইন্ত 2,220 অমসুং 2,207 ফংদুনা মঙাশুবা অমসুং তরুকশুবা তাখি।",mni,enxx
909,In the 1960s he headed back to newly-independent Algeria to teach film directing.,1960গী মতমদা মহাক্না ফিল্ম দিরেক্তিং তাক্ননবা নৌনা মনিং মখা তম্লকপা অলজেরিয়াদা হল্লকখি।,mni,enxx
910,"Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.",এন্সেলাদস অসি মশাদা য়ৈরকপা নুমিৎ মঙালগী চাং চাউরাক্না চাদা 90 থক্তোকপা সোলর সীস্তেমগী খ্বাইদগী মঙাল থক্তোকপা পোৎশক্নি।,mni,enxx
911,"Hopefully, most people will realise that their long term best option is to work together with others.","অদুমওইনমক, মীওই অয়াম্বনা মখোয়গী তুং কোয়গদবা খ্বাইদগী শাফগদবা পাম্বৈ অসি পুন্না শুমিন্নবা অসিনি হায়বসি মশা মথন্তা খংজরক্কনি।",mni,enxx
912,"Jerusalem is the capital and largest city of Israel, though most other countries and the United Nations do not recognize it as Israel's capital.","জেরুসলম অসি ইজরেলগী কোনুং ওইবতা নত্তনা খ্বাইদগী চাউবা শহরনি, অদুম ওইনমক অতোপ্পা লৈবাকশিং অমসুং য়ুনাইতেদ নেসন্সকী কোনুংনি হায়না শকখংদে।",mni,enxx
913,"After the match, King of Clay said, ""I am just excited about being back in the final rounds of the most important events. I am here to try to win this.""","শান্নবা অসিগী মতুংদা, ক্লেগী নিংথৌনা হায়খি, ""ঐহাক্না খ্বাইদগী মরু ওইবা থৌরম অমগী খ্বাইদগী অকোনবা রাউন্দদা অমুক য়ৌরকপা অসিদা য়াম্না নুংঙাইবা ফাওই।ঐহাক্না মফমসিদা মসিদা মাই পাক্না হোৎনগনি""।",mni,enxx
914,"Because of their success with submarines, after the war Germans aren't trusted to have many of them.",মখোয়না সবমেরিনশিং শীজিন্নবদা হৈথোই শিংথোইবা অদুনা মরম ওইদুনা লান মতুংদা জর্মনীগী মীওইশিংদা সবমেরিংশিং লৈরমগনি হায়বা থাজখিদে।,mni,enxx
915,"People with this type of thinking have logical thinking, are able to memorize patterns, solve problems and work on scientific tests.","অসিগুম্বা ৱাখল্লোন চেনবা মীওইশিংনা কাংলোন চুম্না ৱাখল খল্লি, মওং-মতৌ নিংশিংবা ঙম্মি, সমস্যা কোকহনবা ঙম্মি অমসুং সাইন্তিফিক চাংয়েংশিংদা থবক পাংথোকপা ঙম্মি।",mni,enxx
916,Animals are made of many cells. They eat things and digest them inside. Most animals can move.,শাশিং অসি সেল কয়ানা শেম্মি।মখোয়না পোৎলম চাদুনা মনুংদা তুমহল্লি।শা কয়া অমদি লেং ওত্তুনা চৎপা ঙম্মি।,mni,enxx
917,"Take a look at what trips the agent is promoting, whether on a website or in a shop window.",এজেন্ত অদুনা প্রোমোৎ তৌরিবা ত্রিপ অদু ৱেবসাইৎ অমদুগী নৎত্রগা শো ৱিন্দো অমদগী য়েংথোক্কদবনি।,mni,enxx
918,He died in Osaka on Tuesday.,মহাক্না ওসাকাদা লৈবাকপোকপা নুমিত্তা শিখি।,mni,enxx
919,21-year-old Jesus joined Manchester City last year in January 2017 from Brazilian club Palmeiras for a reported fee of £27 million.,চহি 21 শুরবা জিজসনা ফী মিলিয়ন £27দা ব্রাজিলগী ক্লব পলমেরাদগী হৌখিবা চহি 2017গী জনুৱারীদা মেনচেস্তর সিতীদা য়াওরকখি।,mni,enxx
920,It can be customized to make it easy to read and also with as much or little color as desired.,অপাম্বগী মতুং ইন্না মচু য়াম্না নত্ত্রগা খজিক্তং শিজিন্নদুনা পাবদা লাইনবা মসি অপাম্বা মওংদা শেমদোকপা য়াগনি।,mni,enxx
921,"While on his warm-up lap, Lenz fell off his bike, and was then struck by fellow racer Xavier Zayat.","মহাক্কী ৱার্ম-অপ লেপতা লৈরিঙৈ মতমদা, লেঞ্জনা মহাক্কী বাইক্তগী তারকখি, অমসুং মথংদা থৌমিন্নরিবা রেসর জেভিয়র জায়ৎনা য়ৈশীনলকখি।",mni,enxx
922,"In this instance, recalling previous instances of entrepreneurial behavior and resulting successes helped people to be open to new changes and new direction for the local church.","মতাং অসিদা, মমাংগী মতমদা লৈখিবা ওন্তোপ্রিনরগী মওং মতৌ অমসুং মদুগী মহৈশিংনা মীয়ামদা মখোয়গী মফমগী চর্চকীদমক্তা অনৌবা অহোংবা অমসুং মিৎয়েং কয়াবু তরাম্না ওকপা ঙম্নবা তেংবাংখি।",mni,enxx
923,These requirements are designed to provide an organized migratory flow between both countries.,মসিগী মথৌতাবশিং অসিনা লৈবাক অনিগী মরক্তা ওর্গনাইজ তৌবা মাইগ্রেতরী ফ্লো অমা পীনবা শেম শাই।,mni,enxx
924,They need to show the insurer's e-mail address and international phone numbers for advice/authorizations and making claims.,মখোয়না পাউতাক/ওথোরাইজেসনশিং অমদি ক্লেমশিং তৌনবা ইনস্যুর্রগী ই-মেল এদ্রেস অমসুং ইন্তর্নেস্নেল ফোন নম্বর অদু উৎপা মথৌ তাই।,mni,enxx
925,"Squash, karate and roller sports tried to get onto the Olympic program as well as baseball and softball, which were voted out of the Olympic Games in 2005.","2005তা ওলিম্পিক্স গেম্সতগী লৌথোকখিবা বেজবোল অমসুং সোফ্তবোলগা লোয়ননা স্ক্বাস, করাতে অমসুং রোল্লর স্পোর্তশিংসু ওলিম্পিক প্রোগ্রামদা চংনবা হোৎনখি।",mni,enxx
926,"Out of the approximately 24,000 known meteorites to have fallen to Earth, only about 34 have been verified to be martian in origin.","পৃথিবীদা তারকখিবা খঙদোক্লবা মীতিওরাইত চাউরাক্না 24,000গী মনুংদা শুপ্নগী 34 খক্তা মার্সতগী ওইগনি হায়না ভেরিফাই তৌখি।",mni,enxx
927,"Though smaller, it reminds some elderly visitors of Hawaii before statehood without all the large tourist hotels and other development.",পীচরবসু মসিনা হৱাইগী অহল ওইরবস ভিজিতরশিংদা স্তেৎহুদ ফংদ্রিঙৈ মমাংদা অচৌবা তুরিস্ত হোতেলশিং অমসুং অতোপ্পা চাউখৎ-থৌরাং লাক্ত্রিঙৈ মমাংগী মতমশিং নীংশিংহনখি।,mni,enxx
928,"Sikhs call their religion Gurmat, which is Punjabi for ""way of the guru"". The guru is a fundamental aspect of all Indian religions but in Sikhism has taken on an importance that forms the core of Sikh beliefs.","সিখশিংনা মখোয়গী লাইনিং অসি 'গুর্মত', পঞ্জাবীদা ""গুরুগী কাংলোনশিং"" হায়বা, হায়না কৌখি।গুরু হায়বসি ভারতকী লাইনিংশিংদা তঙাইফদ্রবা মচল অমনি, অদুবু সিখ লাইনিংগী ওইনদি মসিনা সিখশিংগী থাজনবশিংগী খ্বাইদগী মরু ওইবা হিরম অদুবু শেমলিবা মতিক লৈরবা অমা ওইনা লৌরি।",mni,enxx
929,"An Avenger class mine countermeasures ship, the ship was on its way to Puerto Princesa in Palawan.",এভেঞ্জর ক্লাস মাইন কাউন্তরমীজর্দ শিপ অমা ওইরিবা জহাজ অসি পালাৱনগী পুরয়েতো প্রিন্সেসা তম্না চৎখি।,mni,enxx
930,"Some studies suggest that the disease must become less lethal before it can cause a global epidemic, he noted.","স্তদী খরনা হায়রি মদুদি লাইনা অসিনা মালেমগী ওইবা লাইচৎ অমা থোকহনদ্রিঙৈ মমাংদা শাথিবা হন্থহনবা তাই, হায়না মহাক্না ফোঙদোকখি।",mni,enxx
931,"The player who takes the fewest strokes, or swings of the club, to complete the course wins.",কোর্স অদু মপুং ফানা লোইশিন্নবগীদমক খ্বাইদগী য়ামদনা ক্লব অদুনা য়ৈবা নৎত্রগা হায়বা শান্নরোই অদুনা থোইগনি।,mni,enxx
932,"Of course a first-class half-miler, a man who can beat two minutes, must be possessed of a fair amount of speed, but endurance must be cultivated at all hazards.","থাঙৈশেংনমক্কীদি মিনিত অনিদা মাইল তংখাই চেনদুনা মকোক চিংবা মীওই অদুনা তশেংনমক্তি খোংলৈ থুবা হেল্লমগনি, অদুবু হনবা লৈতবা হায়বসিনা খুদিংমক্তা অথোইবনি।",mni,enxx
933,"With this arrangement in place, this freedom might end.",মসিগী শিল-লাংবা অসি চত্থরকপগা লোয়ননা মসিগী মনিং তম্বা অসি লোইশিল্লকপা য়ান্না লৈ।,mni,enxx
934,"""Thanks for those who supported a convict like me,"" Siriporn was quoted as saying at a press conference.","""মরাল লৈরবা ঐহাককুম্বা মীশক অমবু শৌগৎখিবা মীওইশিংবু থাগৎচরি,"" হায়না প্রেস কনফরেন্স অদুদা সিরিপোর্ন্না ফোঙদোকখি।",mni,enxx
935,Its existence is known only because of its effects on the expansion of the universe.,মসিনা তাইবঙপান অসি চাওথোকহনবদা পীরিবা শাফু অদুনা মরম ওইরগা মসি লৈ হায়না লৌই।,mni,enxx
936,"Followers pursue certain ways of living, or practices that are intended to nurture those experiences.",তুংইঞ্জবশিংনা অদুগুম্বা এক্সপিরিএন্সশিং অদু য়োৎখৎচনবা হিংবগী মওং অমসুং চৎনরোল কয়া হোৎনজৈ।,mni,enxx
937,Hesperonychus elizabethae is a species of the family Dromaeosauridae and is a cousin of Velociraptor .,হেস্পেরোনাইকস ইলিজাবিথে অসি দ্রোমেওসোরিদে ফেমিলীগী জীব অমনি অমসুং ভেলোসিরেপ্তরগী কজন্নি।,mni,enxx
938,The walls and roofs of ice caves can collapse and cracks can get closed.,উনগী শুরুংগী ফক্লাং অমসুং মতোন কুপ্লিবশিং অদু কিন্থরকপা য়াই অমসুং মদুদা চৎলিবা লৈক্রকশিং অদু খুমজিনখিবসু য়াই।,mni,enxx
939,"In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.",1981দা ভন্দা মিস জোকিম কৌবা উতাংবী হাইব্রিদ অমবু লৈবাক অসিগী জাতিগী লৈনি হায়না খনখি।,mni,enxx
940,Setting up a tent on private property or in a town of any size can easily attract unwanted attention.,প্রাইবেৎ প্রোপর্তী নত্ত্রগা তাউন অমদা সাইজ অমা হেক্তগী তেন্ত অমা খনগৎপা হায়বা অসিনা কান্নদবদা মীৎয়েং কয়া লায়না চীংশিল্লি।,mni,enxx
941,"Similarly, a British traveller in Spain may mistake a wave goodbye involving the palm facing the waver (rather than the person being waved at) as a gesture to come back.","হায়রিবা অসিগা মান্ননা, বৃতিশ লমকোয়বা অমনা স্পেইনদা লাকপদা, বিদাই পীবগী খুবাম অদুনা মশামক্তা ওনশিঞ্জরগা (অতোপ্পা মী অদুদা ওনবগী মহুত্তা) হায়রকপা খুৎ অদুবু অমুক হল্লক্লো হায়রিবোই নিংদনা শেরান্ননা লৌখিবা য়াই।",mni,enxx
942,This can be done in a normal car with careful planning but a 4x4 is highly advised and many locations are only accessible with a high wheel base 4x4.,মসি নোর্মল কার অমদা চেকশিন্না প্লান তৌদুনা পাংথোকপা য়াই অদুবু 4x4 কার অমদি য়াম্না মথৌ তাই অমসুং মফম কয়া অমদি অৱাংবা চকা পানবা 4x4না খক্তা চংবা য়াই।,mni,enxx
943,The effect is dependent on how often your brain attempts to lucidly dream per night.,হায়রিবা ইফেক্ত অসি নহাক্কি ব্রেইন্না অহিং অমদা কয়া য়াম্না ল্যুসিদ ওইবা মওংদা তুম্নবা হোৎনবগে হায়বদুগী মখা পোল্লী।,mni,enxx
944,"At the time, nearly 100 residents were evacuated from the area.",মতাং অদুদা মফম অদুদগী মীওই 100গী ময়া শাফগদবা মফমদা হোন্দোকখি।,mni,enxx
945,They became proficient at amputation to save patients from gangrene as well as tourniquets and arterial clamps to stem blood flow.,মখোয়শিং অসি অনাবশিংবু গেংগ্রীনদগী (অপাৎ-অপোম/পত্থপুমথরকপগুম্বা) কনবা অমদি তোর্নিকে অমসুং আর্তিরিয়ল ক্লেম্পশিং শিজিন্নদুনা ঈ খকহন্নবা খুৎলাই থাবগী মতাংদা থোইদোক হেন্দোক্না খং হৈরবা ওইরকখি।,mni,enxx
946,"As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.","মতম্না হৌখিবনা, জর্মন্দগী ৱাইরকপা ৱাহৈ কয়া পুনশিনখি।মসি মঙাল ফংলকপগী হৌরকফম্নি।",mni,enxx
947,"It is said that in 1649, Zhabdrung Ngawang Namgyel created the fortress to commemorate his victory against the Tibetan-Mongol forces.",ময়াম্না হায়নৈ মদুদি 1649দা ঝাবদ্রুং ঙাৱাং নামগ্যেলনা মহাক্না তিবেতান-মোঙ্গোল লান্মীশিংগী মাইয়োক্তা লান ঙম্বগী হরাওবা ফোংদোকপা ওইনা অচৌবা লানবন অমা শেমখি।,mni,enxx
948,"Leonov, also known as ""cosmonaut No. 11"", was part of the Soviet Union's original team of cosmonauts.","""কোস্মোনোত নম্বর 11"" হায়নসু খঙনবা লিওনোব অসি সোভিয়েত য়ুনিয়নগী তশেংবা কোস্মোনোতশিংগী তীমগী শরুক অমা ওইখি।",mni,enxx
949,Protesters hope to collect a petition of 1.2 million signatures to present to the National Congress in November.,পান্দম তাল্লিবা মীওইশিংনা খুৎয়েক মিলিয়ন 1.2 খোমজিন্দুনা নবেম্বরদা নেন্সেল কংগ্রেস্তা পীশিন্নবা ৱাখল্লোন থম্লি।,mni,enxx
950,The attack put a huge strain on relations between India and Pakistan.,এতেক্ত অসি ভারত অমসুং পকিস্তানগী মরক্তা লৈনরিবা মরীশিংদা চাউনা শাফু অমা পীখি।,mni,enxx
951,"According to reports, an apartment on Macbeth Street exploded due to a gas leak.",রিপোর্তশিংগী মতুং ইন্না মেকবেথ স্ত্রিততা লৈবা য়ুম (এপার্তমেন্ত) অমা গ্যাস লিক ওইবনা মরম ওইরগা পোখাইখ্রে।,mni,enxx
952,"That means we are able to successfully predict what other humans perceive, intend, believe, know or desire.","মসিনা হায়বদি, অতোপ্পনা করি খনবগে, পাম্বগে, থাজবগে, খঙবগে নত্ত্রগা অপাম্বা পোকপগে হায়বা ঐখোয়না য়াম্না চুম্না খঙবা ঙম্মি হায়বনি।",mni,enxx
953,The Cook Islands do not have any cities but are composed of 15 different islands. The main ones are Rarotonga and Aitutaki.,কুক ঈথৎ অসিদা সহর অমত্তা লৈতে অদুবু মসিদা তোঙান-তোঙানবা ঈথৎ 15 লৈ।মপুং ওইরিবশিং অদুদা ররোতোঙ্গা অমসুং আইতুতকিনি।,mni,enxx
954,"The sport is primarily played in a duel format, one fencer dueling another.","মশান্না অসি মরুওইনা লাম্বা অনি থোক্না শান্নৈ, অমনা থাং হাইরগা অমনা ঙাকথোকই।",mni,enxx
955,"At the top end, B&Bs obviously compete mainly on two main things: bedding and breakfast.",খ্বাইদগী ফবদা তশেংনা B&Bs অসিনা মপুং ওইনা মরু ওইবা ৱাফম অনিদা লম্বা তৌনরি: বেদ্দিং অমসুং ব্রেকফাস্ত।,mni,enxx
956,"The largest employment sectors are professional services, government, finance, trade, and tourism.","খ্বাইদগী চাউনা থবক পীরিবা সেক্তরশিংদি প্রোফেস্নেল সর্ভিসশিং, সরকার, ফাইনান্স, ললোল-ইতিক অমসুং তুরিজমনি।",mni,enxx
957,"During the summer, also watch out for the Nordic mosquitoes. Although they do not transmit any diseases, they can be irritating.","কালেন থাগী মতমদা, নোর্দিক মোস্কিতোশিংদগী চেকশিনবীয়ু।মখোয়না লাইনা শন্দোক্ত্রবসু মখোয়না অয়েৎপা পী।",mni,enxx
958,"A few weeks ago, after the information published by the journalist Makis Triantafylopoulos in his popular Television show ""Zoungla"" in Alpha TV, the member of Parliament and lawyer, Petros Mantouvalos was abdicated as members of his office had been involved in illegal graft and corruption.","অলফা TVদা লাকপা পাউমী মাকিস ত্রিয়ান্তাফাইলোপুলোসকী মমিং লৈরবা তেলিভিজন থৌরম, ""জোঙ্গলা""দা চয়োল খরগী মমাংদা তমখিবা ই-পাউগী মতুংদা, পার্লিয়ামেন্তকী মেম্বর অমসুং উকিল, পেত্রোস মন্তৌভালোসপু অইন্না য়াদবা থবক অমসুং শেঞ্জা থুমজাদা চেন্নবগীদমক্তা মহাক্কী ওফিসকী মেম্বর ওইবদগী তোকহনখি।",mni,enxx
959,"There are positive aspects to these websites, which include, being able to easily setup a class page which can include blogs, videos, photos, and other features.","ব্লোগ, ভিদিও, ফোতো অমসুং অতোপ্পা মখল মথেল কয়া য়াওবা য়াবা ক্লাস পেজ অমা লায়না শেম্বা য়াবগী থৌওং য়াওনা ৱেবসাইৎ অসিগী কান্নবা কয়া অমা লৈ।",mni,enxx
960,"Following the race, Keselowski remains the Drivers' Championship leader with 2,250 points.","লমজেল অদুগী মতুংদা কেসেলোস্কিনা পোইন্ত 2,250 ফংদুনা দ্রাইভর্স চেম্পিয়নশিপ লীদর অদুমক ওইখি।",mni,enxx
961,"General James Ewing would take 700 militia across the river at Trenton Ferry, seize the bridge over the Assunpink Creek and prevent any enemy troops from escaping.","জেনরেল জেইমস ইৱিংনা ত্রেন্তন ফেরীদা লৈবা তুরেল লোমদা খোংমী-লান্মী 700মুক পুদুনা, এসনপিঙ্ক ক্রীক থোং অদুবু য়েক্নবা অমত্তা নান্থোকখিদনবা থিংজিনখি।",mni,enxx
962,Some countries have exceedingly draconian punishments even for first time offenses; these can include prison sentences of over 10 years or death., লৈবাক খরদদি অহানবা অরানবা তৌবা মীকুপতগী হৌদুনা শাথিবা দন্দি ফংবা য়াই; মসিগী মনুংদা চহি তরাগী ফাদোক নৎত্রগা শিবগী মীয়াৎ ফাওবা তাবা য়াই।,mni,enxx
963,"In many countries with such a law, local hotels will handle the registration (make sure to ask).","অসিগুম্বা আইন লৈবা লৈবাক কয়াদা, লেকেল হোতেলশিংনা রেজিস্ত্রেসন অদু তৌবীগনি (হংবীগদবনি)।",mni,enxx
964,Breakfast may include seasonal delights of the region or the host's speciality dish.,ব্রেকফাস্ত ওইনা লমদম অদুগী পন্থগী খ্বাইগী হাও নত্ত্রগা হোস্ত অদুগী অখন্নবা মথেল য়াওবা য়াই।,mni,enxx
965,He was staying in the team hotel ahead of a match planned for Sunday against Bolonia.,বোলোনিয়াগী মায়োক্তা নোংমাইজিং নুমিৎতা শান্নগদবা মেৎচ অমগী মাংওইননা মহাক্না তীমগী হোতেলদা লৈখি।,mni,enxx
966,"In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged.","মমাংগী থা 3দা, কাঙলোনগী মতুং ইন্না মরাল শীদনা সেন্ত্রেল বুকিং ফেসিলিতীদগী ফারবা মীওই 80 হেন্না থাদোকখি।",mni,enxx
967,"The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.",কোম অসি মৈ ইক্লবা নূংনা শাহনবা নৎত্রগা জিথর্মেলগী মৈশা মহৌশানা শাদুনা লৈবা লৈমাই অমা ওই।,mni,enxx
968,"This page can easily be accessed by providing just one web address, which makes it easy to remember and easy to type in for students who may have trouble using the keyboard or with spelling.","পেজ অসি ৱেব এদ্রেস অমখক পীরগা লায়না শিজিন্নবা য়াই, মসিনা কিবোর্দ শিজিন্ননবা নত্ত্রগা বনানগী খুদোংচাদবা লৈবা মহৈরোইশিংগীদমক্তা নিংশিংবদা লাইহল্লি অমসুং নম্বদা লাইহল্লি।",mni,enxx
969,Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them.,ঈশিং ইমাইদা লৈরিবা ঈশিংগী মোলিক্যুলশিংনা মখোয়গী মথক্তা লৈরিবা নুংশিৎকী মোলিক্যুলশিংদা চিংশিন্নবদগী হেন্না চিংশিন্নবনা সর্ফেস তেন্সন থোকই।,mni,enxx
970,"Some German monks wanted to bring God closer to the native people, so they invented the Estonian literal language.","জর্মনগী লম্বোইবা খরনা য়েলহৌমীশিংগা নক্ননা ঈশ্বরবু পুরকপা পামখি, মরম অদুনা মখোয়না ইস্তোনিয়াগী অশেংবা লোন পুথোকখি।",mni,enxx
971,Fifteen of these rocks are attributed to the meteorite shower last July.,নুংশিং অসিগী মনুংদা তরামঙাদি মমাংগী জুলাইদা থাখিবা মীতিওরাইতশিং ওইখি।,mni,enxx
972,The Angkor Pass is needed to enter the temple so do not forget to bring your passport along when heading to Tonle Sap.,লাইশঙ অসি চংনবা অঙ্কোর পাস মথৌ তাবনা তোনলে সাপ তম্না খোশানবদা অদোমগী পাসপোর্ত পুরকপা কাউরোইদবনি।,mni,enxx
